iter	MultiClass
0	1.324024262
1	1.135339911
2	0.9771429471
3	0.8444473289
4	0.7397741843
5	0.6580820917
6	0.5933318486
7	0.5272700711
8	0.4731467469
9	0.4254144613
10	0.3859407126
11	0.3478173192
12	0.3168287619
13	0.2874872235
14	0.260984023
15	0.2376307711
16	0.2172446394
17	0.2006574497
18	0.1836575603
19	0.1701063581
20	0.1572459763
21	0.1440837504
22	0.1340266078
23	0.1247020665
24	0.115768857
25	0.1080916728
26	0.1007893508
27	0.09444764825
28	0.08813792523
29	0.08223928902
30	0.0772898924
31	0.07398072096
32	0.06960265861
33	0.06483315779
34	0.06101042392
35	0.0571748155
36	0.0540948224
37	0.05084966062
38	0.04805634619
39	0.04520226117
40	0.0425521561
41	0.04047590263
42	0.03822034474
43	0.03647042083
44	0.03440821246
45	0.03262966868
46	0.03089578372
47	0.02934548757
48	0.02831751583
49	0.02691595533
50	0.02562996677
51	0.02462641366
52	0.02339141996
53	0.02234226377
54	0.02147499962
55	0.02084574806
56	0.02006964729
57	0.01928605875
58	0.01860092289
59	0.01797426807
60	0.01717951786
61	0.01667216068
62	0.01602443161
63	0.01563977709
64	0.01518478893
65	0.01476825095
66	0.01435688501
67	0.01383006807
68	0.01355540566
69	0.01317762231
70	0.01280777587
71	0.01245653916
72	0.01208815748
73	0.01177559434
74	0.01150282219
75	0.01122148066
76	0.01094496725
77	0.01068395047
78	0.01043202054
79	0.01027191617
80	0.01004422557
81	0.009823734032
82	0.009603600204
83	0.00939795217
84	0.009211808306
85	0.009013240013
86	0.00882461983
87	0.008646834582
88	0.008478785662
89	0.00837708603
90	0.008209435764
91	0.008057776342
92	0.007925297837
93	0.00778779877
94	0.007642059979
95	0.007503431882
96	0.007365939452
97	0.007232434484
98	0.007115753492
99	0.006992355397
100	0.006877759928
101	0.006769966513
102	0.006663482594
103	0.006556969128
104	0.006457253191
105	0.006366688608
106	0.006267647023
107	0.006170649932
108	0.006085379905
109	0.005993879794
110	0.005914498784
111	0.005828094571
112	0.00574981667
113	0.005668750613
114	0.00558929643
115	0.00551292039
116	0.005444561883
117	0.005377456042
118	0.005306283481
119	0.005236530226
120	0.005170970771
121	0.005107637753
122	0.005042029595
123	0.004979764302
124	0.004922050972
125	0.004862618048
126	0.004804094854
127	0.004746994019
128	0.004691264363
129	0.004638998935
130	0.004586800559
131	0.004534809211
132	0.00448839888
133	0.004438621793
134	0.004389477441
135	0.004339606688
136	0.004291254045
137	0.00424948141
138	0.004204895571
139	0.004160702254
140	0.004109287566
141	0.004071167814
142	0.004030263404
143	0.003992766394
144	0.003953408437
145	0.003919596324
146	0.00388537745
147	0.00384816076
148	0.003811668112
149	0.003780252483
150	0.003746674417
151	0.003714500829
152	0.003683950173
153	0.003651895253
154	0.00361906808
155	0.00359494259
156	0.003563149783
157	0.0035456766
158	0.003514758897
159	0.003484348898
160	0.003456191359
161	0.00342886072
162	0.003403192962
163	0.003374086091
164	0.003348661817
165	0.003321112887
166	0.00329589433
167	0.003269849038
168	0.003243675488
169	0.003221231811
170	0.00319946729
171	0.003174340568
172	0.003151069454
173	0.003134564733
174	0.003109947318
175	0.003088002801
176	0.003065166967
177	0.00304212271
178	0.003021483976
179	0.003000935038
180	0.002987701512
181	0.002966867889
182	0.002945288329
183	0.002927646919
184	0.002909620478
185	0.002890958672
186	0.002871470047
187	0.002851268926
188	0.002833550593
189	0.002813887651
190	0.002794129857
191	0.00277725622
192	0.002759083723
193	0.002740885194
194	0.002722215814
195	0.002708660598
196	0.002690700092
197	0.002673020245
198	0.002657500811
199	0.002642201314
200	0.002626469883
201	0.002610736363
202	0.002594068494
203	0.00257761614
204	0.002561418354
205	0.002546041935
206	0.002531554407
207	0.002516551676
208	0.002502436075
209	0.00248753598
210	0.002473326944
211	0.002458381171
212	0.002444677646
213	0.00243013743
214	0.00241677656
215	0.00240339195
216	0.002389235559
217	0.002376864329
218	0.002364746051
219	0.00235225145
220	0.002337946855
221	0.002324666801
222	0.002313917428
223	0.002301793509
224	0.002289792868
225	0.002276950537
226	0.002265223878
227	0.002252613838
228	0.002240279807
229	0.002230422715
230	0.002218000778
231	0.002205991312
232	0.002194113147
233	0.002183431318
234	0.002172913581
235	0.002161393506
236	0.002150781298
237	0.002139601027
238	0.002129229852
239	0.002118670451
240	0.002112590869
241	0.002103042822
242	0.002093777806
243	0.002084550781
244	0.002073888427
245	0.002063462741
246	0.002054410954
247	0.002046503999
248	0.002039328063
249	0.002031337649
250	0.002021208846
251	0.002011657292
252	0.002002587691
253	0.001992800418
254	0.001980794978
255	0.00197122135
256	0.001964121124
257	0.001958728327
258	0.00194997684
259	0.001941071015
260	0.001931963091
261	0.001923265112
262	0.001914934466
263	0.001906637096
264	0.001898125525
265	0.001889282501
266	0.001881984478
267	0.0018744629
268	0.001867264202
269	0.001859417204
270	0.001850867333
271	0.001842509605
272	0.001836167797
273	0.001827942485
274	0.001820154142
275	0.001812566433
276	0.001806105415
277	0.001799782797
278	0.001792730957
279	0.001784891871
280	0.001778109935
281	0.001770300343
282	0.001762724255
283	0.001755145667
284	0.001749296317
285	0.001741832815
286	0.00173503253
287	0.001727990573
288	0.001720974674
289	0.001714722391
290	0.001707760469
291	0.001700938964
292	0.001693882351
293	0.001687246015
294	0.001681548242
295	0.001674650728
296	0.001668106179
297	0.001661382107
298	0.001654648967
299	0.001646182661
300	0.001640124017
301	0.001633561975
302	0.001627939822
303	0.001622058978
304	0.001615641276
305	0.001609818053
306	0.001603497251
307	0.001597788867
308	0.001591480396
309	0.001585973399
310	0.001579838547
311	0.001574262959
312	0.001569788098
313	0.001565238364
314	0.001559943641
315	0.001554253169
316	0.001549045045
317	0.001544584844
318	0.001538529171
319	0.001532756407
320	0.001527334628
321	0.001521584541
322	0.001516712469
323	0.001511189371
324	0.001505618983
325	0.001500586412
326	0.001495850225
327	0.001490392468
328	0.001485584107
329	0.001480585547
330	0.001476449572
331	0.001471761782
332	0.001466478177
333	0.001461278104
334	0.001457361001
335	0.001453223736
336	0.001448072159
337	0.001443982909
338	0.001439221981
339	0.001434926616
340	0.001431268338
341	0.001427293644
342	0.001422536306
343	0.001418132507
344	0.001413685463
345	0.001407463744
346	0.001402542894
347	0.001400544166
348	0.00139595574
349	0.001391199159
350	0.001387198035
351	0.001383617988
352	0.001379140208
353	0.001375131169
354	0.001369192994
355	0.001364783961
356	0.001360515635
357	0.001355995976
358	0.001351466602
359	0.001347284299
360	0.001343156478
361	0.001338884159
362	0.00133505015
363	0.001331362923
364	0.001327658797
365	0.001323989972
366	0.001319708144
367	0.001315868917
368	0.001312724418
369	0.001309139169
370	0.001305306671
371	0.001301563848
372	0.001297696964
373	0.001293552562
374	0.001289842458
375	0.00128685909
376	0.001282983084
377	0.001278929009
378	0.001274904921
379	0.001271343119
380	0.001267519175
381	0.001263756844
382	0.001260950085
383	0.001257549479
384	0.001254029189
385	0.00125171047
386	0.001248040752
387	0.001244220966
388	0.001240476452
389	0.001237711348
390	0.001234022716
391	0.001230702818
392	0.001228002703
393	0.001226574867
394	0.00122323093
395	0.001219570796
396	0.001215860951
397	0.001212397197
398	0.001208903522
399	0.001205327978
400	0.001202649754
401	0.001199653843
402	0.001196132445
403	0.001192973787
404	0.001189743527
405	0.001186726347
406	0.00118349032
407	0.001180284651
408	0.001177211257
409	0.001174353735
410	0.001171271157
411	0.001168116049
412	0.001164999901
413	0.001162274127
414	0.001159213339
415	0.001156070678
416	0.001152798028
417	0.001149599627
418	0.001147311365
419	0.001144397289
420	0.001141190164
421	0.00113837394
422	0.001136287239
423	0.001133125362
424	0.001129981153
425	0.001127091994
426	0.001124806719
427	0.001122968472
428	0.001119880174
429	0.001117118298
430	0.001114062059
431	0.001111128348
432	0.001108237478
433	0.001105702609
434	0.0011027466
435	0.001100287714
436	0.001097452313
437	0.001094465702
438	0.001091654028
439	0.001088962505
440	0.001086424326
441	0.001083989241
442	0.001081422562
443	0.001079017565
444	0.001077122988
445	0.001074685206
446	0.001071299727
447	0.001068769493
448	0.001066251075
449	0.001063633021
450	0.001061137057
451	0.001058697445
452	0.001057587833
453	0.00105526142
454	0.001052713966
455	0.001049992824
456	0.001047288665
457	0.001044969932
458	0.001042747105
459	0.001040392643
460	0.001038049908
461	0.001035804724
462	0.001033441438
463	0.001031131507
464	0.001028969019
465	0.001026371095
466	0.001024002031
467	0.001021735306
468	0.001019596955
469	0.001017045913
470	0.00101461702
471	0.001012199924
472	0.001009947552
473	0.001007859272
474	0.001005771872
475	0.00100393165
476	0.001002175858
477	0.0009999194765
478	0.0009976741083
479	0.0009954396692
480	0.0009933975702
481	0.0009910252917
482	0.0009888803929
483	0.0009868193722
484	0.0009844699648
485	0.0009827369256
486	0.0009807027366
487	0.0009787228378
488	0.0009766311408
489	0.0009746682525
490	0.0009723353782
491	0.0009701148586
492	0.000967803807
493	0.0009655995439
494	0.0009634055053
495	0.0009619455202
496	0.0009600940193
497	0.0009580624555
498	0.000956288085
499	0.0009547733732
500	0.0009526180329
501	0.0009511027326
502	0.0009491272082
503	0.0009472325178
504	0.0009456142663
505	0.0009436894222
506	0.0009415413898
507	0.0009394092364
508	0.0009373415195
509	0.0009352732473
510	0.0009333447598
511	0.0009312383652
512	0.0009291756744
513	0.0009270569365
514	0.000925548213
515	0.0009234426296
516	0.0009213777401
517	0.0009192945268
518	0.0009173080396
519	0.0009154461967
520	0.0009135421896
521	0.000911674045
522	0.0009098649219
523	0.0009081698524
524	0.0009068074822
525	0.0009049678233
526	0.00090295424
527	0.0009011732745
528	0.0008987933928
529	0.0008969077847
530	0.0008951492968
531	0.0008933582585
532	0.0008913953105
533	0.0008888084246
534	0.000887197322
535	0.0008852398847
536	0.0008836811415
537	0.0008818029104
538	0.0008801713962
539	0.0008787827568
540	0.0008769700965
541	0.000875205313
542	0.0008735306432
543	0.0008717560554
544	0.0008699580209
545	0.000868562199
546	0.0008671916598
547	0.0008658686965
548	0.0008640232924
549	0.0008623365608
550	0.000861007332
551	0.0008594198034
552	0.0008576792351
553	0.000856038529
554	0.00085427579
555	0.000852624869
556	0.0008508834605
557	0.0008493338904
558	0.0008479040898
559	0.0008463365674
560	0.0008446138146
561	0.0008431612339
562	0.0008414462038
563	0.0008400036475
564	0.0008382682101
565	0.0008367655058
566	0.0008355415132
567	0.0008340808886
568	0.0008323701812
569	0.0008308540405
570	0.0008294368668
571	0.0008277357427
572	0.0008262100226
573	0.0008247824191
574	0.0008236106686
575	0.0008220387147
576	0.0008207633405
577	0.0008192809616
578	0.0008176218158
579	0.0008160074397
580	0.0008140267729
581	0.0008126121531
582	0.0008110665265
583	0.0008097382053
584	0.0008081218505
585	0.0008066947697
586	0.0008053189636
587	0.0008039351055
588	0.0008023475805
589	0.0008010316653
590	0.0007994493418
591	0.0007978855938
592	0.0007963156229
593	0.0007949938914
594	0.0007939984537
595	0.0007926841374
596	0.0007912811075
597	0.0007906143314
598	0.0007891353109
